MD(ft);TVD(ft);DTEMP(F)
6140.5;6111.64233054056;322.2939
6141;6112.07188689083;322.3097
6141.5;6112.50140126509;322.35
6142;6112.93087365544;322.3724
6142.5;6113.36030405397;322.3984
6143;6113.78969245278;322.4056
6143.5;6114.21903884396;322.4119
6144;6114.64834321963;322.438
6144.5;6115.07760557188;322.468
6145;6115.50682589283;322.4925
6145.5;6115.93600417458;322.4919
6146;6116.36514040924;322.5288
6146.5;6116.79423458894;322.5418
6147;6117.22328670577;322.547
6147.5;6117.65229675187;322.5879
6148;6118.08126471936;322.5941
6148.5;6118.51019060035;322.6294
6149;6118.93907438697;322.6418
6149.5;6119.36791607135;322.6758
6150;6119.79671564563;322.6942
6150.5;6120.22547310192;322.7124
6151;6120.65418843237;322.7372
6151.5;6121.08286162911;322.7429
6152;6121.51149268429;322.7747
6152.5;6121.94008159003;322.7973
6153;6122.36862833849;322.8188
6153.5;6122.79713292181;322.8291
6154;6123.22559533215;322.8487
6154.5;6123.65401556164;322.8802
6155;6124.08239360244;322.8974
6155.5;6124.51072944672;322.9257
6156;6124.93902308661;322.9486
6156.5;6125.3672745143;322.97
6157;6125.79548372192;322.9779
6157.5;6126.22365070166;323.0109
6158;6126.65177544567;323.0244
6158.5;6127.07985794613;323.0511
6159;6127.50789819521;323.0812
6159.5;6127.93589618507;323.1082
6160;6128.36385190789;323.1522
6160.5;6128.79176535586;323.1634
6161;6129.21963652115;323.1818
6161.5;6129.64746539595;323.2079
6162;6130.07525197243;323.251
6162.5;6130.50299624279;323.2589
6163;6130.93069819921;323.2783
6163.5;6131.3583578339;323.3129
6164;6131.78597513903;323.3538
6164.5;6132.21355010681;323.3542
6165;6132.64108272943;323.3816
6165.5;6133.0685729991;323.4126
6166;6133.49602090802;323.4333
6166.5;6133.92342644839;323.4619
6167;6134.35078961243;323.4764
6167.5;6134.77811039233;323.5054
6168;6135.20538878032;323.5262
6168.5;6135.63262476861;323.543
6169;6136.05981834942;323.5701
6169.5;6136.48696951496;323.5889
6170;6136.91407825746;323.63
6170.5;6137.34114456913;323.6309
6171;6137.76816844222;323.6514
6171.5;6138.19514986893;323.6752
6172;6138.62208884152;323.6877
6172.5;6139.0489853522;323.7138
6173;6139.47583939322;323.7382
6173.5;6139.9026509568;323.7475
6174;6140.3294200352;323.7793
6174.5;6140.75614662066;323.8029
6175;6141.18283070541;323.7904
6175.5;6141.60947228171;323.8396
6176;6142.03607134181;323.8501
6176.5;6142.46262787795;323.8474
6177;6142.88914188239;323.8836
6177.5;6143.31561334739;323.8961
6178;6143.74204226521;323.9181
6178.5;6144.1684286281;323.9409
6179;6144.59477242833;323.9376
6179.5;6145.02107365817;323.9688
6180;6145.44733230988;323.9928
6180.5;6145.87354837574;323.9926
6181;6146.29972184801;324.0213
6181.5;6146.72585271898;324.0295
6182;6147.15194098091;324.0421
6182.5;6147.5779866261;324.0449
6183;6148.00398964681;324.0551
6183.5;6148.42995003534;324.0862
6184;6148.85586778397;324.1118
6184.5;6149.28174288499;324.1161
6185;6149.70757533069;324.1278
6185.5;6150.13336511337;324.1343
6186;6150.55911222532;324.1698
6186.5;6150.98481665884;324.1661
6187;6151.41047840623;324.1851
6187.5;6151.8360974598;324.2095
6188;6152.26167381184;324.2215
6188.5;6152.68720745467;324.2351
6189;6153.1126983806;324.2686
6189.5;6153.53814658193;324.2749
6190;6153.96355205099;324.3056
6190.5;6154.3889147801;324.3076
6191;6154.81423476156;324.3004
6191.5;6155.23951198771;324.3231
6192;6155.66474645086;324.3396
6192.5;6156.08993814335;324.3524
6193;6156.5150870575;324.3703
6193.5;6156.94019318565;324.3719
6194;6157.36525652012;324.3776
6194.5;6157.79027705325;324.3918
6195;6158.21525477739;324.4043
6195.5;6158.64018968487;324.4242
6196;6159.06508176804;324.4378
6196.5;6159.48993101923;324.4471
6197;6159.91473743081;324.4435
6197.5;6160.33950099511;324.462
6198;6160.7642217045;324.4685
6198.5;6161.18889955132;324.4912
6199;6161.61353452794;324.5055
6199.5;6162.03812662671;324.5191
6200;6162.46267584;324.5174
6200.5;6162.88718216017;324.5445
6201;6163.31164557959;324.5429
6201.5;6163.73606609061;324.5503
6202;6164.16044368563;324.5633
6202.5;6164.58477835701;324.5747
6203;6165.00907009713;324.6035
6203.5;6165.43331889837;324.6065
6204;6165.8575247531;324.6207
6204.5;6166.28168765371;324.6353
6205;6166.70580759259;324.6385
6205.5;6167.12988456213;324.6486
6206;6167.55391855471;324.6628
6206.5;6167.97790956273;324.6898
6207;6168.40185757858;324.7082
6207.5;6168.82576259466;324.7028
6208;6169.24962460338;324.7156
6208.5;6169.67344359713;324.7326
6209;6170.09721956832;324.7509
6209.5;6170.52095250936;324.7672
6210;6170.94464241265;324.7866
6210.5;6171.36828927061;324.7809
6211;6171.79189307565;324.7996
6211.5;6172.21545382019;324.8086
6212;6172.63897149665;324.8184
6212.5;6173.06244609745;324.8333
6213;6173.48587761502;324.8638
6213.5;6173.90926604178;324.8746
6214;6174.33261137015;324.8752
6214.5;6174.75591359258;324.8891
6215;6175.17917270149;324.9229
6215.5;6175.60238868932;324.9352
6216;6176.02556154851;324.9501
6216.5;6176.4486912715;324.9416
6217;6176.87177785073;324.941
6217.5;6177.29482127866;324.9933
6218;6177.71782154771;325.0144
6218.5;6178.14077865036;325.0228
6219;6178.56369257904;325.0427
6219.5;6178.98656332623;325.065
6220;6179.40939088436;325.0694
6220.5;6179.83217524591;325.0936
6221;6180.25491640333;325.1171
6221.5;6180.67761434909;325.1319
6222;6181.10026907566;325.1518
6222.5;6181.52288057551;325.1702
6223;6181.94544884111;325.1836
6223.5;6182.36797386493;325.2233
6224;6182.79045563946;325.2415
6224.5;6183.21289415716;325.2546
6225;6183.63528941053;325.275
6225.5;6184.05764139204;325.2786
6226;6184.47995009419;325.3148
6226.5;6184.90221550946;325.3358
6227;6185.32443763035;325.3468
6227.5;6185.74661644934;325.354
6228;6186.16875195894;325.376
6228.5;6186.59084415164;325.3886
6229;6187.01289301995;325.421
6229.5;6187.43489855636;325.4325
6230;6187.85686075339;325.4449
6230.5;6188.27877960354;325.4649
6231;6188.70065509933;325.4778
6231.5;6189.12248723326;325.5062
6232;6189.54427599785;325.5208
6232.5;6189.96602138563;325.5396
6233;6190.38772338911;325.5772
6233.5;6190.80938200082;325.5869
6234;6191.23099721327;325.6227
6234.5;6191.65256901901;325.6255
6235;6192.07409741055;325.6558
6235.5;6192.49558238044;325.6806
6236;6192.9170239212;325.6971
6236.5;6193.33842202538;325.7363
6237;6193.75977668551;325.7386
6237.5;6194.18108789415;325.7824
6238;6194.60235564382;325.7999
6238.5;6195.02357992709;325.8368
6239;6195.4447607365;325.8395
6239.5;6195.8658980646;325.8726
6240;6196.28699190395;325.9038
6240.5;6196.70804224711;325.9555
6241;6197.12904908663;325.959
6241.5;6197.55001241508;326.0044
6242;6197.97093222502;326.0283
6242.5;6198.39180850902;326.0518
6243;6198.81264125965;326.0919
6243.5;6199.23343046948;326.1148
6244;6199.65417613109;326.1237
6244.5;6200.07487823705;326.1606
6245;6200.49553677994;326.1992
6245.5;6200.91615175234;326.2169
6246;6201.33672314685;326.2475
6246.5;6201.75725095604;326.2739
6247;6202.1777351725;326.303
6247.5;6202.59817578884;326.3163
6248;6203.01857279763;326.3362
6248.5;6203.43892619148;326.3485
6249;6203.85923596298;326.3777
6249.5;6204.27950210475;326.3849
6250;6204.69972460938;326.4089
6250.5;6205.11990346947;326.4342
6251;6205.54003867765;326.4515
6251.5;6205.96013022651;326.4725
6252;6206.38017810868;326.4972
6252.5;6206.80018231677;326.5271
6253;6207.22014284339;326.5472
6253.5;6207.64005968118;326.5685
6254;6208.05993282275;326.6141
6254.5;6208.47976226073;326.6396
6255;6208.89954798775;326.6718
6255.5;6209.31928999644;326.7106
6256;6209.73898827944;326.7412
6256.5;6210.15864282937;326.7725
6257;6210.57825363889;326.814
6257.5;6210.99782070063;326.8524
6258;6211.41734400723;326.8861
6258.5;6211.83682355135;326.9344
6259;6212.25625932562;326.9666
6259.5;6212.6756513227;327.0214
6260;6213.09499953525;327.0556
6260.5;6213.51430395592;327.1066
6261;6213.93356457737;327.1452
6261.5;6214.35278139226;327.1861
6262;6214.77195439326;327.2424
6262.5;6215.19108357302;327.2868
6263;6215.61016892422;327.3271
6263.5;6216.02921043954;327.3884
6264;6216.44820811163;327.4296
6264.5;6216.86716193319;327.4667
6265;6217.28607189689;327.5094
6265.5;6217.7049379954;327.5651
6266;6218.12376022142;327.6128
6266.5;6218.54253856763;327.6651
6267;6218.96127302672;327.7089
6267.5;6219.37996359138;327.7475
6268;6219.79861025429;327.8038
6268.5;6220.21721300817;327.8511
6269;6220.63577184571;327.8885
6269.5;6221.05428675961;327.9271
6270;6221.47275774257;327.993
6270.5;6221.89118478729;328.046
6271;6222.3095678865;328.0811
6271.5;6222.72790703289;328.1369
6272;6223.14620221919;328.1834
6272.5;6223.5644534381;328.2277
6273;6223.98266068236;328.2544
6273.5;6224.40082394467;328.28
6274;6224.81894321776;328.3363
6274.5;6225.23701849437;328.3419
6275;6225.65504976721;328.38
6275.5;6226.07303702902;328.4071
6276;6226.49098027253;328.396
6276.5;6226.90887949048;328.4285
6277;6227.32673467562;328.438
6277.5;6227.74454582067;328.4386
6278;6228.16231291838;328.472
6278.5;6228.58003596151;328.4624
6279;6228.99771494279;328.4779
6279.5;6229.41534985498;328.4852
6280;6229.83294069084;328.4857
6280.5;6230.25048744312;328.5045
6281;6230.66799010458;328.5
6281.5;6231.08544866799;328.5079
6282;6231.5028631261;328.5323
6282.5;6231.92023347168;328.5383
6283;6232.3375596975;328.5596
6283.5;6232.75484179634;328.5597
6284;6233.17207976097;328.5943
6284.5;6233.58927358416;328.5915
6285;6234.0064232587;328.6142
6285.5;6234.42352877736;328.604
6286;6234.84059013294;328.6389
6286.5;6235.25760731821;328.6642
6287;6235.67458032597;328.663
6287.5;6236.09150914901;328.6898
6288;6236.50839378012;328.6909
6288.5;6236.92523421211;328.717
6289;6237.34203043777;328.7091
6289.5;6237.7587824499;328.7193
6290;6238.1754902413;328.729
6290.5;6238.5921538048;328.7546
6291;6239.00877313319;328.7529
6291.5;6239.42534821929;328.7624
6292;6239.84187905591;328.7841
6292.5;6240.25836563588;328.8097
6293;6240.674807952;328.8039
6293.5;6241.09120599711;328.8245
6294;6241.50755976402;328.8169
6294.5;6241.92386924558;328.8393
6295;6242.3401344346;328.8529
6295.5;6242.75635532392;328.8631
6296;6243.17253190637;328.8637
6296.5;6243.5886641748;328.8864
6297;6244.00475212205;328.879
6297.5;6244.42079574095;328.9066
6298;6244.83679502435;328.9143
6298.5;6245.25274996511;328.9131
6299;6245.66866055606;328.9353
6299.5;6246.08452679008;328.9438
6300;6246.50034866;328.9494
6300.5;6246.9161261587;328.9507
6301;6247.33185927902;328.9728
6301.5;6247.74754801384;328.9672
6302;6248.16319235603;328.9745
6302.5;6248.57879229844;328.9831
6303;6248.99434783396;329.0099
6303.5;6249.40985895545;329.0029
6304;6249.82532565579;329.0194
6304.5;6250.24074792786;329.0211
6305;6250.65612576455;329.0306
6305.5;6251.07145915873;329.0348
6306;6251.4867481033;329.0353
6306.5;6251.90199259114;329.0467
6307;6252.31719261515;329.054
6307.5;6252.73234816822;329.0552
6308;6253.14745924324;329.0649
6308.5;6253.56252583313;329.0564
6309;6253.97754793077;329.0631
6309.5;6254.39252552908;329.0768
6310;6254.80745862096;329.0672
6310.5;6255.22234719932;329.0689
6311;6255.63719125708;329.0904
6311.5;6256.05199078715;329.1001
6312;6256.46674578244;329.0825
6312.5;6256.88145623589;329.0973
6313;6257.2961221404;329.08
6313.5;6257.71074348892;329.0899
6314;6258.12532027436;329.0973
6314.5;6258.53985248966;329.1195
6315;6258.95434012775;329.1183
6315.5;6259.36878318156;329.12
6316;6259.78318164404;329.124
6316.5;6260.19753550813;329.1178
6317;6260.61184476676;329.1385
6317.5;6261.0261094129;329.1439
6318;6261.44032943948;329.1394
6318.5;6261.85450483945;329.1564
6319;6262.26863560578;329.153
6319.5;6262.68272173142;329.158
6320;6263.09676320932;329.1706
6320.5;6263.51076003246;329.2019
6321;6263.92471219379;329.1951
6321.5;6264.33861968628;329.2178
6322;6264.7524825029;329.219
6322.5;6265.16630063663;329.2394
6323;6265.58007408044;329.2428
6323.5;6265.99380282731;329.2542
6324;6266.40748687022;329.2755
6324.5;6266.82112620214;329.2701
6325;6267.23472081608;329.294
6325.5;6267.64827070501;329.29
6326;6268.06177586192;329.3307
6326.5;6268.47523627981;329.3241
6327;6268.88865195168;329.3508
6327.5;6269.30202287053;329.3599
6328;6269.71534902935;329.3892
6328.5;6270.12863042115;329.386
6329;6270.54186703893;329.4071
6329.5;6270.95505887571;329.4167
6330;6271.3682059245;329.4418
6330.5;6271.78130817831;329.4554
6331;6272.19436563016;329.4611
6331.5;6272.60737827306;329.4679
6332;6273.02034610005;329.5133
6332.5;6273.43326910414;329.5134
6333;6273.84614727837;329.5308
6333.5;6274.25898061576;329.5417
6334;6274.67176910935;329.5601
6334.5;6275.08451275217;329.5702
6335;6275.49721153726;329.5844
6335.5;6275.90986545766;329.6123
6336;6276.32247450642;329.6036
6336.5;6276.73503867657;329.6242
6337;6277.14755796118;329.6458
6337.5;6277.56003235328;329.6782
6338;6277.97246184595;329.6879
6338.5;6278.38484643222;329.7072
6339;6278.79718610516;329.7191
6339.5;6279.20948085784;329.7322
6340;6279.62173068331;329.7561
6340.5;6280.03393557465;329.7646
6341;6280.44609552492;329.7919
6341.5;6280.8582105272;329.8024
6342;6281.27028057456;329.8073
6342.5;6281.68230566008;329.8146
6343;6282.09428577684;329.8317
6343.5;6282.50622091793;329.8452
6344;6282.91811107642;329.8641
6344.5;6283.32995624541;329.8863
6345;6283.741756418;329.8982
6345.5;6284.15351158726;329.9174
6346;6284.5652217463;329.9301
6346.5;6284.97688688822;329.9414
6347;6285.38850700612;329.9499
6347.5;6285.8000820931;329.9758
6348;6286.21161214228;329.9937
6348.5;6286.62309714675;329.9954
6349;6287.03453709964;330.0341
6349.5;6287.44593199406;330.046
6350;6287.85728182313;330.0716
6350.5;6288.26858657996;330.067
6351;6288.67984625768;330.1023
6351.5;6289.09106084941;330.122
6352;6289.50223034829;330.1347
6352.5;6289.91335474745;330.162
6353;6290.32443404001;330.1623
6353.5;6290.73546821912;330.1836
6354;6291.14645727791;330.2097
6354.5;6291.55740120952;330.2234
6355;6291.96830000711;330.2331
6355.5;6292.37915366381;330.2529
6356;6292.78996217278;330.2663
6356.5;6293.20072552717;330.2842
6357;6293.61144372013;330.3087
6357.5;6294.02211674483;330.3394
6358;6294.43274459442;330.3527
6358.5;6294.84332726207;330.3621
6359;6295.25386474094;330.3871
6359.5;6295.66435702419;330.3957
6360;6296.07480410501;330.4229
6360.5;6296.48520597657;330.4332
6361;6296.89556263204;330.477
6361.5;6297.30587406459;330.4684
6362;6297.71614026742;330.5054
6362.5;6298.12636123372;330.5287
6363;6298.53653695665;330.5491
6363.5;6298.94666742942;330.5531
6364;6299.35675264523;330.5814
6364.5;6299.76679259725;330.6082
6365;6300.17678727869;330.6196
6365.5;6300.58673668276;330.6509
6366;6300.99664080266;330.6548
6366.5;6301.40649963158;330.6947
6367;6301.81631316275;330.6977
6367.5;6302.22608138937;330.7151
6368;6302.63580430466;330.7256
6368.5;6303.04548190184;330.7697
6369;6303.45511417411;330.7718
6369.5;6303.86470111472;330.7925
6370;6304.27424271687;330.8243
6370.5;6304.68373897381;330.8334
6371;6305.09318987876;330.8588
6371.5;6305.50259542495;330.8835
6372;6305.91195560562;330.9096
6372.5;6306.321270414;330.9301
6373;6306.73053984335;330.9342
6373.5;6307.1397638869;330.9477
6374;6307.5489425379;330.9898
6374.5;6307.9580757896;330.9937
6375;6308.36716363526;331.0096
6375.5;6308.77620606811;331.0279
6376;6309.18520308144;331.0444
6376.5;6309.59415466849;331.0688
6377;6310.00306082253;331.0765
6377.5;6310.41192153683;331.0984
6378;6310.82073680464;331.1313
6378.5;6311.22950661925;331.1455
6379;6311.63823097393;331.148
6379.5;6312.04690986196;331.1694
6380;6312.4555432766;331.2092
6380.5;6312.86413121116;331.2212
6381;6313.2726736589;331.226
6381.5;6313.68117061313;331.2627
6382;6314.08962206712;331.278
6382.5;6314.49802801418;331.2888
6383;6314.9063884476;331.3099
6383.5;6315.31470336067;331.3309
6384;6315.7229727467;331.3534
6384.5;6316.13119659899;331.369
6385;6316.53937491086;331.3855
6385.5;6316.9475076756;331.4134
6386;6317.35559488653;331.4417
6386.5;6317.76363653696;331.452
6387;6318.17163262022;331.4846
6387.5;6318.57958312963;331.5015
6388;6318.9874880585;331.5197
6388.5;6319.39534740017;331.549
6389;6319.80316114795;331.5732
6389.5;6320.21092929519;331.5942
6390;6320.61865183522;331.623
6390.5;6321.02632876137;331.6351
6391;6321.43396006698;331.6584
6391.5;6321.8415457454;331.671
6392;6322.24908578997;331.6887
6392.5;6322.65658019404;331.7227
6393;6323.06402895096;331.7369
6393.5;6323.47143205409;331.7563
6394;6323.87878949677;331.7868
6394.5;6324.28610127237;331.7904
6395;6324.69336737426;331.8313
6395.5;6325.10058779578;331.8558
6396;6325.50776253032;331.8511
6396.5;6325.91489157124;331.8813
6397;6326.32197491191;331.8916
6397.5;6326.72901254571;331.8934
6398;6327.13600446602;331.9229
6398.5;6327.54295066622;331.9382
6399;6327.94985113969;331.9395
6399.5;6328.35670587982;331.9712
6400;6328.76351488;332.0008
6400.5;6329.17027813362;331.9888
6401;6329.57699563407;332.0065
6401.5;6329.98366737476;332.0309
6402;6330.39029334908;332.0497
6402.5;6330.79687355044;332.0707
6403;6331.20340797223;332.0877
6403.5;6331.60989660788;332.1071
6404;6332.01633945079;332.11
6404.5;6332.42273649438;332.1509
6405;6332.82908773206;332.1592
6405.5;6333.23539315725;332.1731
6406;6333.64165276337;332.1981
6406.5;6334.04786654386;332.2004
6407;6334.45403449214;332.2326
6407.5;6334.86015660163;332.251
6408;6335.26623286578;332.2487
6408.5;6335.67226327801;332.2732
6409;6336.07824783178;332.284
6409.5;6336.48418652052;332.3221
6410;6336.89007933767;332.3409
6410.5;6337.29592627668;332.3636
6411;6337.70172733101;332.3419
6411.5;6338.1074824941;332.3608
6412;6338.51319175942;332.4074
6412.5;6338.91885512042;332.4131
6413;6339.32447257055;332.4387
6413.5;6339.7300441033;332.4588
6414;6340.13556971212;332.4734
6414.5;6340.54104939048;332.4973
6415;6340.94648313185;332.5154
6415.5;6341.35187092972;332.5024
6416;6341.75721277756;332.5211
6416.5;6342.16250866885;332.5513
6417;6342.56775859707;332.5496
6417.5;6342.97296255572;332.5752
6418;6343.37812053827;332.594
6418.5;6343.78323253823;332.611
6419;6344.18829854908;332.6429
6419.5;6344.59331856433;332.648
6420;6344.99829257748;332.661
6420.5;6345.40322058202;332.673
6421;6345.80810257148;332.6901
6421.5;6346.21293853934;332.7236
6422;6346.61772847914;332.7403
6422.5;6347.02247238437;332.7515
6423;6347.42717024856;332.7674
6423.5;6347.83182206524;332.7879
6424;6348.23642782791;332.8079
6424.5;6348.64098753012;332.8249
6425;6349.04550116537;332.8436
6425.5;6349.44996872722;332.8737
6426;6349.85439020919;332.8716
6426.5;6350.25876560482;332.8976
6427;6350.66309490765;332.9124
6427.5;6351.06737811122;332.9329
6428;6351.47161520908;332.958
6428.5;6351.87580619477;332.979
6429;6352.27995106186;332.9995
6429.5;6352.68404980388;333.0023
6430;6353.08810241441;333.0334
6430.5;6353.49210888699;333.0507
6431;6353.89606921519;333.0797
6431.5;6354.29998339258;333.095
6432;6354.70385141273;333.1043
6432.5;6355.1076732692;333.1257
6433;6355.51144895557;333.149
6433.5;6355.91517846541;333.1593
6434;6356.31886179231;333.1804
6434.5;6356.72249892985;333.2025
6435;6357.12608987161;333.2173
6435.5;6357.52963461119;333.2446
6436;6357.93313314217;333.2629
6436.5;6358.33658545813;333.273
6437;6358.73999155269;333.285
6437.5;6359.14335141945;333.2998
6438;6359.546665052;333.3233
6438.5;6359.94993244395;333.3476
6439;6360.3531535889;333.3623
6439.5;6360.75632848047;333.3851
6440;6361.15945711227;333.3916
6440.5;6361.56253947792;333.3931
6441;6361.96557557103;333.4273
6441.5;6362.36856538524;333.4334
6442;6362.77150891416;333.4539
6442.5;6363.17440615141;333.479
6443;6363.57725709064;333.5041
6443.5;6363.98006172548;333.521
6444;6364.38282004956;333.5432
6444.5;6364.78553205652;333.5592
6445;6365.18819774;333.5756
6445.5;6365.59081709365;333.5893
6446;6365.99339011112;333.6206
6446.5;6366.39591678605;333.6297
6447;6366.7983971121;333.6542
6447.5;6367.20083108293;333.6519
6448;6367.60321869219;333.69
6448.5;6368.00555993355;333.7196
6449;6368.40785480067;333.7296
6449.5;6368.81010328722;333.7503
6450;6369.21230538688;333.7599
6450.5;6369.6144610933;333.7793
6451;6370.01657040018;333.7986
6451.5;6370.41863330119;333.8328
6452;6370.82064979001;333.8328
6452.5;6371.22261986032;333.8629
6453;6371.62454350582;333.8749
6453.5;6372.02642072019;333.8941
6454;6372.42825149713;333.9107
6454.5;6372.83003583034;333.9329
6455;6373.23177371351;333.9585
6455.5;6373.63346514035;333.9618
6456;6374.03511010456;333.9727
6456.5;6374.43670859985;334.0125
6457;6374.83826061993;334.033
6457.5;6375.23976615852;334.0482
6458;6375.64122520932;334.0848
6458.5;6376.04263776606;334.0979
6459;6376.44400382247;334.111
6459.5;6376.84532337226;334.1379
6460;6377.24659640917;334.1559
6460.5;6377.64782292693;334.1809
6461;6378.04900291926;334.1895
6461.5;6378.45013637992;334.2179
6462;6378.85122330263;334.2367
6462.5;6379.25226368113;334.2674
6463;6379.65325750919;334.2714
6463.5;6380.05420478053;334.2901
6464;6380.45510548892;334.3214
6464.5;6380.85595962811;334.3243
6465;6381.25676719185;334.3448
6465.5;6381.65752817391;334.3642
6466;6382.05824256804;334.3698
6466.5;6382.45891036802;334.3954
6467;6382.85953156761;334.4261
6467.5;6383.26010616058;334.439
6468;6383.66063414071;334.4557
6468.5;6384.06111550177;334.4739
6469;6384.46155023755;334.4988
6469.5;6384.86193834183;334.5143
6470;6385.26227980838;334.5302
6470.5;6385.66257463102;334.557
6471;6386.06282280351;334.5749
6471.5;6386.46302431967;334.6013
6472;6386.86317917328;334.6087
6472.5;6387.26328735815;334.6184
6473;6387.66334886807;334.6529
6473.5;6388.06336369687;334.6707
6474;6388.46333183834;334.681
6474.5;6388.86325328629;334.7094
6475;6389.26312803455;334.7335
6475.5;6389.66295607693;334.7524
6476;6390.06273740725;334.7693
6476.5;6390.46247201934;334.7828
6477;6390.86215990702;334.8024
6477.5;6391.26180106412;334.821
6478;6391.66139548447;334.8369
6478.5;6392.06094316191;334.8574
6479;6392.46044409028;334.874
6479.5;6392.85989826341;334.8847
6480;6393.25930567516;334.9274
6480.5;6393.65866631937;334.937
6481;6394.05798018989;334.9592
6481.5;6394.45724728057;334.9748
6482;6394.85646758527;334.9991
6482.5;6395.25564109785;335.0167
6483;6395.65476781217;335.0372
6483.5;6396.05384772209;335.0514
6484;6396.45288082148;335.0804
6484.5;6396.85186710421;335.0958
6485;6397.25080656416;335.1223
6485.5;6397.6496991952;335.147
6486;6398.04854499121;335.1669
6486.5;6398.44734394608;335.1874
6487;6398.84609605368;335.2063
6487.5;6399.24480130791;335.2397
6488;6399.64345970265;335.2557
6488.5;6400.04207123181;335.2654
6489;6400.44063588927;335.287
6489.5;6400.83915366894;335.3077
6490;6401.23762456473;335.3194
6490.5;6401.63604857053;335.3359
6491;6402.03442568025;335.3518
6491.5;6402.43275588781;335.3675
6492;6402.83103918712;335.378
6492.5;6403.2292755721;335.4013
6493;6403.62746503667;335.4104
6493.5;6404.02560757476;335.4228
6494;6404.42370318028;335.4377
6494.5;6404.82175184717;335.4537
6495;6405.21975356936;335.477
6495.5;6405.61770834079;335.5041
6496;6406.01561615539;335.5225
6496.5;6406.4134770071;335.5316
6497;6406.81129088988;335.5538
6497.5;6407.20905779766;335.5645
6498;6407.60677772439;335.588
6498.5;6408.00445066404;335.617
6499;6408.40207661055;335.6153
6499.5;6408.79965555788;335.6302
6500;6409.1971875;335.6426
6500.5;6409.59467243087;335.6847
6501;6409.99211034446;335.7007
6501.5;6410.38950123473;335.7063
6502;6410.78684509568;335.728
6502.5;6411.18414192125;335.7422
6503;6411.58139170545;335.7769
6503.5;6411.97859444224;335.7857
6504;6412.37575012563;335.8105
6504.5;6412.77285874959;335.8446
6505;6413.16992030811;335.8463
6505.5;6413.5669347952;335.8631
6506;6413.96390220484;335.889
6506.5;6414.36082253105;335.9135
6507;6414.75769576781;335.9431
6507.5;6415.15452190915;335.9509
6508;6415.55130094906;335.9704
6508.5;6415.94803288157;335.9853
6509;6416.34471770067;335.9903
6509.5;6416.7413554004;336.0119
6510;6417.13794597478;336.0216
6510.5;6417.53448941782;336.0523
6511;6417.93098572357;336.0614
6511.5;6418.32743488603;336.1024
6512;6418.72383689926;336.1092
6512.5;6419.12019175728;336.1323
6513;6419.51649945414;336.1422
6513.5;6419.91275998388;336.1633
6514;6420.30897334053;336.1792
6514.5;6420.70513951816;336.2071
6515;6421.10125851081;336.2299
6515.5;6421.49733031253;336.2447
6516;6421.89335491739;336.2828
6516.5;6422.28933231944;336.3014
6517;6422.68526251274;336.3175
6517.5;6423.08114549137;336.3209
6518;6423.47698124938;336.3414
6518.5;6423.87276978086;336.3704
6519;6424.26851107988;336.3852
6519.5;6424.66420514051;336.4146
6520;6425.05985195684;336.4342
6520.5;6425.45545152295;336.4461
6521;6425.85100383293;336.4764
6521.5;6426.24650888086;336.4865
6522;6426.64196666085;336.5008
6522.5;6427.03737716698;336.523
6523;6427.43274039336;336.5434
6523.5;6427.82805633408;336.5588
6524;6428.22332498327;336.5804
6524.5;6428.61854633501;336.6043
6525;6429.01372038342;336.6286
6525.5;6429.40884712262;336.6408
6526;6429.80392654672;336.663
6526.5;6430.19895864985;336.6903
6527;6430.59394342612;336.6977
6527.5;6430.98888086967;336.706
6528;6431.38377097462;336.7404
6528.5;6431.7786137351;336.7534
6529;6432.17340914525;336.7597
6529.5;6432.56815719921;336.7788
6530;6432.96285789112;336.7927
6530.5;6433.35751121512;336.8183
6531;6433.75211716536;336.8218
6531.5;6434.14667573599;336.8497
6532;6434.54118692117;336.8628
6532.5;6434.93565071505;336.8844
6533;6435.33006711178;336.8923
6533.5;6435.72443610554;336.9057
6534;6436.11875769049;336.9157
6534.5;6436.51303186079;336.9219
6535;6436.90725861062;336.9424
6535.5;6437.30143793416;336.9681
6536;6437.69556982557;336.9789
6536.5;6438.08965427904;337.0033
6537;6438.48369128875;337.0107
6537.5;6438.8776808489;337.039
6538;6439.27162295366;337.0454
6538.5;6439.66551759724;337.0716
6539;6440.05936477383;337.0876
6539.5;6440.45316447763;337.0865
6540;6440.84691670283;337.1189
6540.5;6441.24062144365;337.1525
6541;6441.63427869429;337.1473
6541.5;6442.02788844896;337.1607
6542;6442.42145070188;337.1838
6542.5;6442.81496544727;337.2088
6543;6443.20843267934;337.2145
6543.5;6443.60185239231;337.2555
6544;6443.99522458042;337.2673
6544.5;6444.38854923789;337.2936
6545;6444.78182635896;337.2982
6545.5;6445.17505593786;337.3226
6546;6445.56823796882;337.3344
6546.5;6445.96137244609;337.3539
6547;6446.35445936393;337.3739
6547.5;6446.74749871656;337.3932
6548;6447.14049049824;337.4118
6548.5;6447.53343470323;337.4268
6549;6447.92633132579;337.4439
6549.5;6448.31918036016;337.4621
6550;6448.71198180063;337.4905
6550.5;6449.10473564144;337.5162
6551;6449.49744187688;337.5332
6551.5;6449.8901005012;337.564
6552;6450.2827115087;337.6021
6552.5;6450.67527489364;337.6284
6553;6451.0677906503;337.6539
6553.5;6451.46025877298;337.671
6554;6451.85267925596;337.7063
